ID,SRCID,SNKID
1701,43,27
1702,43,54
1703,43,54
1704,43,54
1705,43,57
1706,43,22
1707,43,22
1708,43,22
1709,43,22
1710,43,22
1711,43,22
1712,43,22
1713,43,57
1714,43,57
1715,43,57
1716,43,57
1717,43,57
1718,43,57
1719,43,57
1720,43,57
1721,43,57
1722,43,57
1723,43,9
1724,40,28
1725,40,21
1726,40,11
1727,40,9
1728,40,10
1729,36,21
1730,36,21
1731,36,21
1732,47,23
1733,10,21
1734,10,21
1735,10,27
1736,10,31
1737,54,53
1738,54,53
1739,54,53
1740,54,53
1741,54,53
1742,54,53
1743,54,57
1744,54,57
1745,54,57
1746,54,57
1747,54,57
1748,54,57
1749,29,27
1750,29,27
1751,29,27
1752,29,27
1753,29,27
1754,29,27
1755,29,27
1756,29,27
1757,29,22
1758,29,27
1759,29,27
1760,29,27
1761,29,57
1762,29,57
1763,29,57
1764,29,22
1765,29,22
1766,29,22
1767,29,22
1768,29,22
1769,29,22
1770,29,22
1771,29,27
1772,29,22
1773,29,22
1774,29,53
1775,29,53
1776,21,31
1777,21,31
1778,21,31
1779,21,31
1780,21,31
1781,21,31
1782,21,31
1783,21,31
1784,21,31
1785,21,31
1786,21,31
1787,21,31
1788,21,52
1789,21,52
1790,21,52
1791,21,52
1792,21,11
1793,21,11
1794,21,11
1795,21,11
1796,21,11
1797,21,11
1798,21,11
1799,21,55
1800,21,55
1801,21,55
1802,21,55
1803,21,55
1804,21,55
1805,21,55
1806,21,52
1807,21,52
1808,21,55
1809,21,55
1810,21,28
1811,21,28
1812,21,52
1813,21,52
1814,22,53
1815,22,53
1816,22,53
1817,22,53
1818,22,53
1819,22,53
1820,22,53
1821,22,53
1822,22,57
1823,22,57
1824,22,27
1825,22,27
1826,22,27
1827,22,27
1828,22,27
1829,22,11
1830,22,11
1831,22,11
1832,22,57
1833,22,57
1834,22,57
1835,22,57
1836,22,57
1837,22,57
1838,22,57
1839,22,11
1840,22,57
1841,22,57
1842,22,57
1843,22,11
1844,22,11
1845,22,11
1846,22,11
1847,22,57
1848,22,57
1849,31,53
1850,31,53
1851,31,53
1852,31,53
1853,31,53
1854,31,53
1855,31,53
1856,31,53
1857,31,53
1858,31,53
1859,31,53
1860,31,53
1861,31,53
1862,31,53
1863,31,53
1864,31,16
1865,31,28
1866,31,28
1867,31,28
1868,31,11
1869,31,11
1870,31,11
1871,31,11
1872,31,55
1873,31,55
1874,31,53
1875,31,53
1876,31,16
1877,52,28
1878,52,28
1879,52,28
1880,53,27
1881,53,27
1882,53,27
1883,53,27
1884,53,27
1885,53,27
1886,53,27
1887,53,27
1888,53,57
1889,53,57
1890,53,57
1891,53,57
1892,53,54
1893,53,54
1894,53,21
1895,53,27
1896,53,57
1897,53,57
1898,53,57
1899,11,27
1900,11,27
1901,11,27
1902,11,27
1903,11,27
1904,11,57
1905,11,57
1906,11,28
1907,11,57
1908,11,57
1909,11,57
1910,11,28
1911,11,28
1912,16,27
1913,16,27
1914,16,27
1915,16,27
1916,16,57
1917,16,57
1918,16,57
1919,16,57
1920,16,27
1921,55,27
1922,55,27
1923,57,27
1924,57,27
1925,57,27
1926,57,27
1927,57,27
1928,57,27
1929,57,27
1930,57,27
1931,57,27
1932,57,27
1933,57,27
1934,57,27
1935,57,27
1936,57,27
1937,23,27
1938,23,27
1939,23,27
1940,53,21
1941,53,21
1942,53,21
1943,53,21
1944,5,39
1945,5,32
1946,5,39
1947,5,42
1948,5,45
1949,5,58
1950,5,45
1951,5,39
1952,5,12
1953,5,18
1954,5,42
1955,5,39
1956,5,39
1957,5,45
1958,5,46
1959,5,46
1960,5,61
1961,5,12
1962,5,45
1963,5,45
1964,5,49
1965,5,46
1966,5,61
1967,5,30
1968,5,46
1969,5,49
1970,5,49
1971,5,58
1972,5,39
1973,5,42
1974,5,45
1975,5,61
1976,5,46
1977,5,45
1978,5,61
1979,5,39
1980,5,46
1981,5,42
1982,5,39
1983,5,46
1984,4,61
1985,4,32
1986,4,41
1987,4,39
1988,3,42
1989,45,41
1990,45,42
1991,45,32
1992,45,50
1993,45,50
1994,45,42
1995,45,50
1996,45,42
1997,45,42
1998,46,49
1999,46,42
2000,46,32
2001,46,32
2002,46,42
2003,46,49
2004,46,49
2005,61,32
2006,61,56
2007,61,56
2008,61,32
2009,61,56
2010,61,41
2011,61,30
2012,61,56
2013,61,32
2014,61,56
2015,61,41
2016,61,30
2017,61,56
2018,61,32
2019,61,30
2020,61,32
2021,61,56
2022,61,39
2023,61,56
2024,61,56
2025,61,41
2026,61,56
2027,61,56
2028,61,56
2029,61,32
2030,61,56
2031,61,56
2032,61,32
2033,61,56
2034,50,12
2035,50,12
2036,50,41
2037,50,39
2038,50,39
2039,50,39
2040,50,39
2041,50,12
2042,50,32
2043,49,32
2044,49,42
2045,49,30
2046,49,32
2047,49,32
2048,18,42
2049,18,32
2050,18,32
2051,18,42
2052,18,42
2053,18,42
2054,18,30
2055,35,39
2056,35,39
2057,35,32
2058,35,39
2059,35,39
2060,32,41
2061,30,39
2062,46,53
2063,46,53
2064,87,82
2065,40,37
2066,11,126
2067,11,126
2068,11,126
2069,11,126
2070,11,126
2071,11,126
2072,11,126
2073,11,126
2074,11,126
2075,11,126
2076,11,126
2077,11,126
2078,11,126
2079,11,126
2080,11,126
2081,45,35
2082,125,9
2083,125,9
2084,125,9
2085,125,9
2086,125,9
2087,125,9
2088,54,9
2089,31,10
2090,123,18
2091,123,18
2092,123,18
2093,123,18
2094,46,18
2095,120,82
2096,120,82
2097,54,18
2098,54,18
2099,54,18
2100,54,18
2101,55,45
2102,55,45
2103,55,45
2104,55,45
2105,55,45
2106,11,23
2107,46,22
2108,50,6
2109,2,82
2110,5,25
2111,5,25
2112,18,9
2113,28,126
2114,28,126
2115,28,126
2116,28,126
2117,123,54
2118,123,54
2119,123,54
2120,123,54
2121,123,54
2122,123,54
2123,123,54
2124,123,54
2125,123,54
2126,123,54
2127,123,54
2128,123,54
2129,123,54
2130,123,54
2131,123,54
2132,123,54
2133,5,25
2134,5,25
2135,61,35
2136,45,46
2137,29,27
2138,5,43
